Code,Año,Marca,Modelo,Precio,Millas,Version,Localizacion
MELI,2018,Fiat,Mobi,469000,0,Easy Top o Way,Buenos Aires Interior
MELI,2018,Fiat,Mobi,470000,0,1.0 Easy,Mendoza
MELI,2018,Fiat,Mobi,470000,18000,1.0 Easy,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Mobi,475000,26000,1.0 Easy Pack Top,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Mobi,480000,11000,1.0 Easy Pack Top,Neuquén
MELI,2018,Fiat,Mobi,480000,0,1.0 Easy Pack Top Live On,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Mobi,480000,0,1.0 Easy Pack Top Live On,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Mobi,480000,0,1.0 Easy Pack Top Live On,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Mobi,495000,14300,1.0 Easy,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Mobi,498300,0,1.0 Easy,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Mobi,510000,0,1.0 Easy,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Mobi,511900,0,1.0 Easy Pack Top,Buenos Aires Interior
MELI,2018,Fiat,Mobi,518000,7500,1.0 Easy Pack Top,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Mobi,518000,0,1.0 Easy Pack Top,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Mobi,518000,0,1.0 Easy Pack Top,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Mobi,518000,7500,1.0 Easy Pack Top,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Mobi,518000,0,1.0 Easy Pack Top,Capital Federal
MELI,2018,Fiat,Mobi,518000,7500,1.0 Easy Pack Top,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Mobi,518000,0,1.0 Easy Pack Top,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Mobi,518000,0,1.0 Easy Pack Top,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Mobi,518000,0,1.0 Easy Pack Top,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Mobi,518000,0,1.0 Easy Pack Top,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Mobi,519000,0,1.0 Easy,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Mobi,519000,0,1.0 Easy,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Mobi,519000,0,1.0 Easy,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Mobi,528000,0,1.0 Easy Pack Top Live On,Capital Federal
MELI,2018,Fiat,Mobi,534200,0,MOBI EASY BASE 1.0,Capital Federal
MELI,2018,Fiat,Mobi,535000,0,1.0 Easy Pack Top,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Mobi,545000,0,1.0 Easy Pack Top,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Mobi,550000,0,1.0 Easy Pack Top,Buenos Aires Interior
MELI,2018,Fiat,Mobi,609600,0,1.0 Easy Pack Top,Bs.as. G.b.a. Sur
MELI,2014,Chevrolet,Agile,289900,67400,lt 1.4,Bs.as. G.b.a. Norte
MELI,2014,Chevrolet,Agile,300000,72700,1.4 Lt Llantas,Bs.as. G.b.a. Oeste
MELI,2014,Chevrolet,Agile,310000,113000,1.4 Lt Llantas,Bs.as. G.b.a. Sur
MELI,2014,Chevrolet,Agile,330000,44129,1.4 Lt Llantas,Capital Federal
MELI,2014,Chevrolet,Agile,335000,77000,1.4 Lt Llantas,Córdoba
MELI,2014,Chevrolet,Agile,349800,57700,1.4 Lt Llantas,Capital Federal
MELI,2017,Fiat,Toro,562500,61000,Freedom 4x4,Bs.as. G.b.a. Oeste
MELI,2017,Fiat,Toro,850000,52223,Freedom 2.0 16V 4x4,Bs.as. G.b.a. Norte
MELI,2017,Fiat,Toro,889000,47000,Freedom 2.0 16v 4x4 MT,Capital Federal
MELI,2017,Fiat,Toro,910000,24000,FREEDOM 2.0L 16V 4X4,Bs.as. G.b.a. Sur
MELI,2017,Fiat,Toro,910000,42000,Freedom 4x4 Pack Extreme,Capital Federal
MELI,2017,Fiat,Toro,910000,49000,Freedom 4x4,Bs.as. G.b.a. Sur
MELI,2017,Fiat,Toro,910000,24000,FREEDOM 2.0L 16V 4X4,Bs.as. G.b.a. Sur
MELI,2017,Fiat,Toro,915000,30000,FREEDOM 4X4 MT6 PACK PREMIUM,Córdoba
MELI,2017,Fiat,Toro,915500,36000,Freedom 2.0L 4x4,Bs.as. G.b.a. Sur
MELI,2017,Fiat,Toro,915500,36000,Freedom 2.0L 4x4,Bs.as. G.b.a. Sur
MELI,2017,Fiat,Toro,920000,17000,Freedom Mt 4x4,Bs.as. G.b.a. Sur
MELI,2017,Fiat,Toro,930000,35000,TORO 2.0TDI FREEDOM C/D 4X4 PK XTR,Bs.as. G.b.a. Sur
MELI,2017,Fiat,Toro,930000,22000,Freedom 4x4 2.0 TD PACK EXTREME,Córdoba
MELI,2017,Fiat,Toro,947600,49000,Freedom 4x4,Bs.as. G.b.a. Sur
MELI,2017,Fiat,Toro,947600,49000,Freedom 4x4,Bs.as. G.b.a. Sur
MELI,2017,Fiat,Toro,950000,18764,freedom 2.0 16v 4x4,Bs.as. G.b.a. Oeste
MELI,2017,Fiat,Toro,954500,49000,Freedom 4x4,Bs.as. G.b.a. Sur
MELI,2017,Fiat,Toro,977000,49000,Freedom 4x4,Bs.as. G.b.a. Sur
MELI,2017,Fiat,Toro,990000,39500,toro 2.0 4x4 freedom,Bs.as. G.b.a. Sur
MELI,2017,Fiat,Toro,1020000,29000,FREEDOM 4X4,Bs.as. Costa Atlántica
MELI,2019,Renault,Logan,200000,1000,1.6 Authentique Plus 85cv Nac,Capital Federal
MELI,2019,Renault,Logan,200000,1000,1.6 Authentique Plus 85cv Nac,Capital Federal
MELI,2019,Renault,Logan,200000,1000,1.6 Authentique Plus 85cv Nac,Capital Federal
MELI,2019,Renault,Logan,299000,0,1.6 Authentique 85cv Nac,Capital Federal
MELI,2019,Renault,Kwid,299000,0,1.0 Sce 66cv Zen,Capital Federal
MELI,2019,Renault,Sandero,440000,0,1.6 Dynamique 90cv Abs,Capital Federal
MELI,2019,Renault,Sandero,450001,0,1.6 Expression 90cv,Capital Federal
MELI,2019,Ford,Focus III,495000,1111,2.0 Se,Córdoba
MELI,2019,Renault,Sandero,505000,0,1.6 Expression 90cv,Capital Federal
MELI,2019,Volkswagen,Bora,510000,0,1.6 Authentique Plus 85cv Nac,Capital Federal
MELI,2019,Renault,Duster,559000,0,1.6 Ph2 4x2 Dynamique,Capital Federal
MELI,2019,Ford,Focus III,599000,0,1.6 S,Capital Federal
MELI,2019,Renault,Duster Oroch,602001,0,1.6 Outsider,Capital Federal
MELI,2019,Volkswagen,Bora,610000,0,1.6 Authentique Plus 85cv Nac,Capital Federal
MELI,2019,Renault,Duster Oroch,650000,1000,1.6 Dynamique,Capital Federal
MELI,2019,Renault,Kangoo,654000,0,1.6 Furgon Ph3 Confort Pack 5as Lc,Capital Federal
MELI,2019,Renault,Duster Oroch,664000,1000,2.0 Dynamique,Capital Federal
MELI,2019,Ford,Focus III,680000,1111,1.6 Sedan S,Capital Federal
MELI,2019,Renault,Duster Oroch,694000,0,1.6 Outsider,Capital Federal
MELI,2019,Ford,Focus III,700000,1700,1.6 S,Bs.as. G.b.a. Sur
MELI,2019,Ford,Focus III,710000,1000,1.6 S,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,739000,0,1.6 5P S L/16,Córdoba
MELI,2019,Ford,Focus III,745000,1000,1.6 S,Bs.as. G.b.a. Oeste
MELI,2019,Ford,Focus,750000,1100,2019,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,760000,0,2.0 Se At6,Capital Federal
MELI,2019,Ford,Focus III,780000,140,2.0 Sedan Se,Capital Federal
MELI,2019,Ford,Focus III,785000,111111,1.6 S,Capital Federal
MELI,2019,Ford,Focus,785600,1000,2019,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus,797000,0,1.6 S,Córdoba
MELI,2019,Ford,Focus III,800911,0,FORD FOCUS 1.6 S SEDAN 4 Puertas,Capital Federal
MELI,2019,Ford,Focus III,800911,0,1.6 Sedan S,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,800911,0,1.6 Sedan S,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,800911,0,1.6 Sedan S,Capital Federal
MELI,2019,Ford,Focus III,800911,0,1.6 Sedan S,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,800911,0,1.6 Sedan S,Bs.as. G.b.a. Oeste
MELI,2019,Ford,Focus III,800911,0,1.6 Sedan S,Capital Federal
MELI,2019,Ford,Focus III,800911,0,1.6 Sedan S,Bs.as. G.b.a. Sur
MELI,2019,Ford,Focus III,800911,0,1.6 Sedan S,Bs.as. G.b.a. Sur
MELI,2019,Ford,Focus III,801000,0,1.6 Sedan S,Bs.as. G.b.a. Oeste
MELI,2019,Ford,Focus III,801000,0,1.6 Sedan S,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,805000,2300,1.6 S,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,809910,0,1.6 Sedan S,Capital Federal
MELI,2019,Renault,Captur,813000,1000,2.0 Zen,Capital Federal
MELI,2019,Ford,Focus III,829000,0,1.6 S,Bs.as. G.b.a. Sur
MELI,2019,Ford,Focus III,830000,0,S 1.6L Sigma,Bs.as. G.b.a. Oeste
MELI,2019,Ford,Focus III,830014,1000,1.6 S,Bs.as. G.b.a. Oeste
MELI,2019,Ford,Focus III,830014,0,1.6 S,Bs.as. G.b.a. Oeste
MELI,2019,Ford,Focus III,830014,0,1.6 S,Capital Federal
MELI,2019,Ford,Focus III,830014,0,1.6 S,Capital Federal
MELI,2019,Ford,Focus III,830014,0,1.6 S,Capital Federal
MELI,2019,Ford,Focus III,830014,0,1.6 S,Bs.as. G.b.a. Oeste
MELI,2019,Ford,Focus III,830014,1000,1.6 S,Buenos Aires Interior
MELI,2019,Ford,Focus III,830014,0,FORD FOCUS S 1.6MANUAL GRANDES CLIENTES,Capital Federal
MELI,2019,Ford,Focus III,830014,0,1.6 S,Bs.as. G.b.a. Oeste
MELI,2019,Ford,Focus III,830014,0,1.6 S,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,830014,0,1.6 S,Capital Federal
MELI,2019,Ford,Focus III,830014,11111,1.6 S,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,830014,0,1.6 S,Capital Federal
MELI,2019,Ford,Focus III,830014,0,1.6 S,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,830014,1111,1.6 S,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,830014,0,1.6 S,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,830014,1111,1.6 S,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,830014,0,1.6 S,Capital Federal
MELI,2019,Ford,Focus III,830014,0,1.6 S,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,830014,0,1.6 S,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,830014,0,1.6 S,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,830014,0,1.6 S,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,830014,0,1.6 S,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,830014,0,1.6 S,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,830014,0,1.6 S,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,830015,0,1.6 S,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus,830020,0,Focus S 1.6,Capital Federal
MELI,2019,Ford,Focus,830020,0,Focus S 1.6,Capital Federal
MELI,2019,Ford,Focus,830020,0,Focus S 1.6,Capital Federal
MELI,2019,Ford,Focus,830020,0,Focus S 1.6,Capital Federal
MELI,2019,Ford,Focus,830020,0,Focus S 1.6,Capital Federal
MELI,2019,Ford,Focus,830020,0,Focus S 1.6 Sedan,Capital Federal
MELI,2019,Ford,Focus III,830100,0,1.6 S,Bs.as. G.b.a. Oeste
MELI,2019,Ford,Focus III,830100,0,1.6 S,Bs.as. G.b.a. Oeste
MELI,2019,Ford,Focus III,830100,0,1.6 S,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,830900,0,1.6 S,Capital Federal
MELI,2019,Ford,Focus III,831000,0,S,Bs.as. G.b.a. Oeste
MELI,2019,Ford,Focus III,831000,0,1.6 S,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,831000,0,1.6 S,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,831000,0,S,Bs.as. G.b.a. Oeste
MELI,2019,Ford,Focus III,831000,0,S,Bs.as. G.b.a. Oeste
MELI,2019,Ford,Focus III,831100,0,1.6 S,Capital Federal
MELI,2019,Ford,Focus III,839340,0,1.6 S,Capital Federal
MELI,2019,Ford,Focus III,839340,0,1.6 S,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,839340,0,1.6 S,Capital Federal
MELI,2019,Ford,Focus III,840000,0,1.6 S,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,840000,0,1.6 S,Bs.as. G.b.a. Sur
MELI,2019,Ford,Focus III,842000,0,1.6 S,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,849000,1000,1.6 S,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus,853020,0,Focus S 1.6 Sedan,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus,853020,0,Focus S 1.6 Sedan,Capital Federal
MELI,2019,Ford,Focus,853020,0,Focus S 1.6 Sedan,Capital Federal
MELI,2019,Ford,Focus III,854000,0,1.6 Sedan S,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,860000,0,1.6 Sedan S,Formosa
MELI,2019,Ford,Focus III,870000,6000,1.6 S,Bs.as. G.b.a. Sur
MELI,2019,Ford,Focus III,870000,0,1.6 S,Bs.as. G.b.a. Sur
MELI,2019,Ford,Focus III,870000,5000,2.0 Se At6,Capital Federal
MELI,2019,Ford,Focus III,882810,0,1.6 S,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,882810,0,1.6 Sedan S,Capital Federal
MELI,2019,Ford,Focus III,883000,0,1.6 S,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,883000,0,S 1.6,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,883000,0,1.6 S,Bs.as. G.b.a. Sur
MELI,2019,Ford,Focus,889000,0,S 1.6L MT,Misiones
MELI,2019,Ford,Focus III,890000,1500,1.6 S,Bs.as. G.b.a. Sur
MELI,2019,Ford,Focus III,890000,0,1.6 S,Corrientes
MELI,2019,Ford,Focus III,898000,0,1.6 5P S L/16,Córdoba
MELI,2019,Ford,Focus III,935100,0,2.0 Sedan Se,Bs.as. G.b.a. Sur
MELI,2019,Ford,Focus III,935100,0,2.0 Sedan Se,Bs.as. G.b.a. Sur
MELI,2019,Ford,Focus III,935100,0,2.0 Sedan Se,Capital Federal
MELI,2019,Ford,Focus III,950000,3000,2.0 Sedan Titanium At6,Santiago Del Estero
MELI,2019,Ford,Focus III,960000,2500,2.0 Sedan Se At6,Capital Federal
MELI,2019,Ford,Focus III,964000,0,2.0 Se,Bs.as. G.b.a. Sur
MELI,2019,Ford,Focus III,973350,0,2.0 Se,Capital Federal
MELI,2019,Ford,Focus III,994980,0,2.0 Se,Capital Federal
MELI,2019,Ford,Focus III,1000684,0,2.0 Sedan Se At6,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,1000684,0,2.0 Sedan Se At6,Bs.as. G.b.a. Oeste
MELI,2019,Ford,Focus III,1000684,0,2.0 Sedan Se At6,Capital Federal
MELI,2019,Ford,Focus III,1000684,0,2.0 Sedan Se At6,Capital Federal
MELI,2019,Ford,Focus III,1000684,1111,2.0 Sedan Se At6,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,1000700,0,2.0 Sedan Se At6,Capital Federal
MELI,2019,Ford,Focus III,1020000,0,2.0 Se,Corrientes
MELI,2019,Ford,Focus III,1039232,0,2.0 Se At6,Bs.as. G.b.a. Oeste
MELI,2019,Ford,Focus III,1039232,0,2.0 Se At6,Capital Federal
MELI,2019,Ford,Focus III,1039232,0,2.0 Se At6,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,1039232,0,2.0 Se At6,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,1039232,0,2.0 Se At6,Capital Federal
MELI,2019,Ford,Focus III,1039232,1111111,2.0 Se At6,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,1039232,0,2.0 Se At6,Capital Federal
MELI,2019,Ford,Focus III,1039232,0,2.0 Se At6,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,1039232,0,2.0 Se At6,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,1039232,0,2.0 Se At6,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,1039232,0,2.0 Se At6,Capital Federal
MELI,2019,Ford,Focus III,1039232,0,2.0 Se At6,Capital Federal
MELI,2019,Ford,Focus III,1039232,0,2.0 Se At6,Capital Federal
MELI,2019,Ford,Focus III,1039233,0,2.0 Se At6,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,1039500,0,2.0 Se At6,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,1039900,0,2.0 Se At6,Capital Federal
MELI,2019,Ford,Focus III,1040000,0,2.0 Se At6,Bs.as. G.b.a. Oeste
MELI,2019,Ford,Focus III,1040000,0,2.0 Se At6,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,1050000,0,2.0 Se At6,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,1093000,0,2.0 Se At6,Bs.as. G.b.a. Sur
MELI,2019,Ford,Focus III,1107000,0,2.0 Sedan Se Plus Mt,Bs.as. G.b.a. Sur
MELI,2019,Ford,Focus III,1120000,0,2.0 Titanium Mt,Capital Federal
MELI,2019,Ford,Focus III,1131700,0,2.0 Sedan Se Plus Mt,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,1131700,0,2.0 Sedan Se Plus Mt,Bs.as. G.b.a. Oeste
MELI,2019,Ford,Focus III,1131700,0,2.0 Sedan Se Plus Mt,Bs.as. G.b.a. Oeste
MELI,2019,Ford,Focus III,1146500,1200,2.0 Sedan Titanium Mt,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,1147000,0,2.0 Se Plus At6,Bs.as. G.b.a. Sur
MELI,2019,Ford,Focus III,1148160,1111,2.0 Se Plus Mt,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,1148160,11111,2.0 Se Plus Mt,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,1148160,0,2.0 Se Plus Mt,Capital Federal
MELI,2019,Ford,Focus III,1150000,0,2.0 Se Plus Mt,Bs.as. G.b.a. Oeste
MELI,2019,Ford,Focus III,1165000,0,SE PLUS,Bs.as. G.b.a. Oeste
MELI,2019,Ford,Focus III,1175000,0,2.0 Se Plus Mt,Corrientes
MELI,2019,Ford,Focus III,1177416,0,2.0 Se Plus At6,Capital Federal
MELI,2019,Ford,Focus III,1177416,0,SE PLUS AT,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,1177416,0,2.0 Se Plus At6,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,1179000,1750,2.0 Titanium Mt,Capital Federal
MELI,2019,Ford,Focus III,1189000,1102,2.0 Sedan Se Plus At6,Capital Federal
MELI,2019,Ford,Focus III,1190000,5000,2.0 Titanium At6,Córdoba
MELI,2019,Ford,Focus III,1290000,0,2.0 Se At6,Bs.as. G.b.a. Sur
MELI,2019,Ford,Focus III,1297000,0,2.0 Se At6,Bs.as. G.b.a. Norte
MELI,2019,Ford,Focus III,1300000,0,2.0 Sedan Titanium Mt,Corrientes
MELI,2019,Ford,Focus III,1375000,0,2.0 Titanium At6,Bs.as. G.b.a. Sur
MELI,2019,Ford,Focus III,1430000,0,2.0 Se Plus At6,Buenos Aires Interior
MELI,2019,Ford,Focus III,1510100,0,2.0 Sedan Titanium At6,Bs.as. G.b.a. Sur
MELI,2016,Ford,Fiesta Kinetic Design,370000,90000,1.6 S 120cv,Bs.as. G.b.a. Oeste
MELI,2016,Ford,Fiesta Kinetic Design,380000,144000,1.6 S Plus 120cv,Bs.as. Costa Atlántica
MELI,2016,Ford,Fiesta Kinetic Design,390000,70000,1.6 Se 120cv,Bs.as. G.b.a. Sur
MELI,2016,Ford,Fiesta Kinetic Design,390000,54000,1.6 S 120cv,Bs.as. G.b.a. Oeste
MELI,2016,Ford,Fiesta Kinetic Design,395000,90000,1.6 S 120cv,Bs.as. G.b.a. Sur
MELI,2016,Ford,Fiesta Kinetic Design,399990,30000,1.6 S 120cv,Capital Federal
MELI,2016,Ford,Fiesta Kinetic Design,400000,73000,1.6 S 120cv,Bs.as. G.b.a. Norte
MELI,2016,Ford,Fiesta Kinetic Design,400000,53000,1.6 S 120cv,Bs.as. G.b.a. Sur
MELI,2016,Ford,Fiesta Kinetic Design,400000,54500,1.6 S 120cv,Bs.as. G.b.a. Oeste
MELI,2016,Ford,Fiesta Kinetic Design,400000,30000,1.6 S 120cv,Bs.as. G.b.a. Norte
MELI,2016,Ford,Fiesta Kinetic Design,400000,70000,1.6 Sedan S 120cv,Bs.as. G.b.a. Sur
MELI,2016,Ford,Fiesta Kinetic Design,405000,55000,1.6 S 120cv,Bs.as. G.b.a. Norte
MELI,2016,Ford,Fiesta Kinetic Design,406500,67000,1.6 S 120cv,Bs.as. G.b.a. Sur
MELI,2016,Ford,Fiesta Kinetic Design,406500,67000,1.6 S 120cv,Bs.as. G.b.a. Sur
MELI,2016,Ford,Fiesta Kinetic Design,410000,97000,1.6 S 120cv,Chaco
MELI,2016,Ford,Fiesta Kinetic Design,410000,57500,1.6 Titanium 120cv,Santa Cruz
MELI,2016,Ford,Fiesta Kinetic Design,415000,73400,1.6 Sedan S Plus 120cv,Buenos Aires Interior
MELI,2016,Ford,Fiesta Kinetic Design,415000,21000,1.6 S 120cv,Bs.as. G.b.a. Sur
MELI,2016,Ford,Fiesta Kinetic Design,415000,47000,1.6 S Plus 120cv,Capital Federal
MELI,2016,Ford,Fiesta Kinetic Design,418900,57000,1.6 S Plus 120cv,Capital Federal
MELI,2016,Ford,Fiesta Kinetic Design,419999,30000,1.6 S 120cv,Bs.as. G.b.a. Oeste
MELI,2016,Ford,Fiesta Kinetic Design,420000,38000,1.6 S 120cv,Bs.as. G.b.a. Norte
MELI,2016,Ford,Fiesta Kinetic Design,420000,29500,1.6 S 120cv,Bs.as. G.b.a. Norte
MELI,2016,Ford,Fiesta Kinetic Design,420000,39000,1.6 S 120cv,Bs.as. G.b.a. Norte
MELI,2016,Ford,Fiesta Kinetic Design,420000,21000,1.6 Sedan S 120cv,Bs.as. G.b.a. Sur
MELI,2016,Ford,Fiesta Kinetic Design,420000,31000,1.6 S 120cv,Bs.as. G.b.a. Oeste
MELI,2016,Ford,Fiesta Kinetic Design,424900,38000,1.6 S 120cv,Capital Federal
MELI,2016,Ford,Fiesta Kinetic Design,425000,30000,1.6 S 120cv,Bs.as. G.b.a. Norte
MELI,2016,Ford,Fiesta,425000,29000,S,Bs.as. G.b.a. Norte
MELI,2016,Ford,Fiesta Kinetic Design,425000,24000,1.6 S 120cv,Bs.as. G.b.a. Sur
MELI,2016,Ford,Fiesta Kinetic Design,428500,53000,1.6 S 120cv,Bs.as. G.b.a. Sur
MELI,2016,Ford,Fiesta Kinetic Design,428500,53000,1.6 S 120cv,Bs.as. G.b.a. Sur
MELI,2016,Ford,Fiesta Kinetic Design,429990,40000,1.6 S 120cv,Bs.as. G.b.a. Oeste
MELI,2016,Ford,Fiesta,430000,26000,s,Capital Federal
MELI,2016,Ford,Fiesta Kinetic Design,430000,19000,1.6 S 120cv,Bs.as. G.b.a. Oeste
MELI,2016,Ford,Fiesta Kinetic Design,430000,37000,1.6 Titanium 120cv,Capital Federal
MELI,2016,Ford,Fiesta Kinetic Design,430000,37000,1.6 Titanium 120cv,Capital Federal
MELI,2016,Ford,Fiesta,430000,71000,1.6 Se 120cv,Bs.as. G.b.a. Norte
MELI,2016,Ford,Fiesta Kinetic Design,430000,49000,1.6 S 120cv,Buenos Aires Interior
MELI,2016,Ford,Fiesta Kinetic Design,430000,50000,1.6 S 120cv,Buenos Aires Interior
MELI,2016,Ford,Fiesta Kinetic Design,430000,56621,1.6 Sedan S 120cv,Santa Fe
MELI,2016,Ford,Fiesta Kinetic Design,430000,40000,1.6 S 120cv,Capital Federal
MELI,2016,Ford,Fiesta Kinetic Design,439000,45000,1.6 S 120cv,Bs.as. G.b.a. Sur
MELI,2016,Ford,Fiesta Kinetic Design,440000,67000,1.6 Titanium 120cv,Bs.as. G.b.a. Oeste
MELI,2016,Ford,Fiesta Kinetic Design,440000,60000,1.6 S 120cv,Chaco
MELI,2016,Ford,Fiesta Kinetic Design,440000,85000,1.6 S 120cv,Buenos Aires Interior
MELI,2016,Ford,Fiesta Kinetic Design,440000,49000,1.6 S Plus 120cv,Córdoba
MELI,2016,Ford,Fiesta Kinetic Design,445000,46000,1.6 S 120cv,Capital Federal
MELI,2016,Ford,Fiesta Kinetic Design,445000,50000,1.6 Se Plus 120cv,Bs.as. G.b.a. Norte
MELI,2016,Ford,Fiesta Kinetic Design,450000,55000,1.6 S 120cv,Bs.as. G.b.a. Norte
MELI,2016,Ford,Fiesta,450000,69000,SE Plus,Capital Federal
MELI,2016,Ford,Fiesta Kinetic Design,450000,15000,1.6 S 120cv,Corrientes
MELI,2016,Ford,Fiesta Kinetic Design,450000,35000,1.6 S 120cv,Buenos Aires Interior
MELI,2016,Ford,Fiesta,455000,55000,Fiesta 1.6L S,Buenos Aires Interior
MELI,2016,Ford,Fiesta Kinetic Design,459000,47000,1.6 S Plus 120cv,Bs.as. G.b.a. Oeste
MELI,2016,Ford,Fiesta Kinetic Design,459000,38000,1.6 S 120cv,Bs.as. Costa Atlántica
MELI,2016,Ford,Fiesta,459000,28000,KINETIC DESIGN 1.6 5P S PLUS,Córdoba
MELI,2016,Ford,Fiesta Kinetic Design,460000,41200,1.6 Se 120cv,Buenos Aires Interior
MELI,2016,Ford,Fiesta Kinetic Design,460000,44600,1.6 Se 120cv,Bs.as. G.b.a. Sur
MELI,2016,Ford,Fiesta Kinetic Design,460000,24500,1.6 S 120cv,Bs.as. Costa Atlántica
MELI,2016,Ford,Fiesta Kinetic Design,465000,10000,1.6 Sedan Se Plus 120cv,Bs.as. G.b.a. Sur
MELI,2016,Ford,Fiesta Kinetic Design,465000,57000,1.6 Se 120cv,Santa Fe
MELI,2016,Ford,Fiesta Kinetic Design,465000,40000,1.6 Se 120cv,Capital Federal
MELI,2016,Ford,Fiesta Kinetic Design,465000,52000,1.6 S Plus 120cv,Bs.as. G.b.a. Sur
MELI,2016,Ford,Fiesta,465000,22000,1.6 Se 120cv,Bs.as. G.b.a. Oeste
MELI,2016,Ford,Fiesta Kinetic Design,470000,65000,1.6 Se 120cv,Santa Fe
MELI,2016,Ford,Fiesta Kinetic Design,475000,39000,1.6 Sedan S 120cv,Bs.as. G.b.a. Oeste
MELI,2016,Ford,Fiesta Kinetic Design,475000,38000,1.6 S 120cv,Bs.as. G.b.a. Oeste
MELI,2016,Ford,Fiesta Kinetic Design,475000,57000,1.6 Se Plus 120cv,Córdoba
MELI,2016,Ford,Fiesta Kinetic Design,475000,34000,1.6 Se 120cv,Bs.as. G.b.a. Oeste
MELI,2016,Ford,Fiesta Kinetic Design,475000,23000,1.6 Sedan Se Plus 120cv,Capital Federal
